"player","team","debut","tests","win","loss","draw","points","tries","birthplace","country","month","birthyear"
"Giulio Cherubini","Italy",1949,2,1,1,0,1,3,"Roma","ITA","February 2","1923"
"Gianni del Bono","Italy",1951,1,1,0,0,0,0,"Parma","ITA","August 22","1922"
"Paolo Favaretto","Italy",1951,1,1,0,0,0,0,"Padova","ITA","July 29","1916"
"Romildo Gabanella","Italy",1951,2,2,0,0,0,0,"Rovigo","ITA","November 2","1922"
"Rodolfo Giuliani","Italy",1951,1,1,0,0,0,0,"Roma","ITA","April 7","1928"
"Fausto Perrone","Italy",1951,1,1,0,0,0,0,"L'Aquila","ITA","November 20","1924"
"Leonardo Riccioni","Italy",1951,7,4,3,0,0,0,"Roma","ITA","December 5","1929"
"Paolo Dari","Italy",1951,8,6,2,0,3,19,"RO","România","December 19","1928"
"Gianni Aiolfi","Italy",1952,6,3,3,0,1,3,"Parma","ITA","October 1","1927"
"Aldo Cecchetto-Milani","Italy",1952,3,2,1,0,0,8,"Rovigo","ITA","May 1","1922"
"Lamberto de Santis","Italy",1952,1,1,0,0,0,0,"Roma","ITA","January 25","1925"
"Giorgio Fornari","Italy",1952,16,10,6,0,1,3,"Parma","ITA","June 20","1928"
"Enzo Gerosa","Italy",1952,7,5,2,0,5,15,"Milano","ITA","March 13","1929"
"Francis Martinenghi","Italy",1952,2,2,0,0,0,0,"Milano","ITA","February 9","1929"
"Riccardo Santopadre","Italy",1952,5,3,2,0,0,0,"Macerata","ITA","April 10","1924"
"Luciano Turcato","Italy",1952,5,4,1,0,0,2,"MN","USA","December 14","1924"
"Carlo Zucchi","Italy",1952,2,1,1,0,0,0,"Milano","ITA","April 6","1927"
"Giorgio Grasselli","Italy",1952,1,1,0,0,0,0,"Roma","ITA","October 20","1927"
"Gennaro Mancini","Italy",1952,12,7,5,0,1,3,"Parma","ITA","August 13","1928"
"Emilio Andina","Italy",1952,2,0,2,0,0,0,"Pesaro","ITA","June 26","1926"
"Mario Percudani","Italy",1952,9,5,4,0,3,9,"Parma","ITA","January 14","1931"
"Giancarlo Malosti","Italy",1953,7,2,5,0,1,3,"Rovigo","ITA","October 28","1928"
"Nando Barbini","Italy",1953,13,10,3,0,2,19,"Milano","ITA","April 27","1932"
"Romano Bettarello","Italy",1953,2,2,0,0,0,0,"RO","România","May 16","1930"
"Gianfranco Zanchi","Italy",1953,5,5,0,0,0,0,"","","December 1","1929"
"Italo Scodavolpe","Italy",1954,1,1,0,0,0,0,"Pescara","ITA","July 19","1924"
"Remo Zanatta","Italy",1954,2,1,1,0,0,0,"Treviso","ITA","March 21","1931"
"Sergio Silvestri","Italy",1954,1,0,1,0,0,0,"Roma","ITA","January 14","1930"
"Andrea Taveggia","Italy",1954,16,8,8,0,1,11,"Milano","ITA","February 23","1933"
"Alberto Comin","Italy",1955,8,4,4,0,0,9,"Padova","ITA","June 30","1933"
"Antonio Danieli","Italy",1955,5,3,2,0,0,0,"","","May 27","1933"
"Ciano Luise I","Italy",1955,10,6,4,0,1,3,"Padova","ITA","June 8","1927"
"Aldo Mioni","Italy",1955,4,1,3,0,0,0,"AQ","Antarctica","January 7","1925"
"Gianni Riccardi","Italy",1955,7,4,3,0,0,0,"BS","The Bahamas","March 19","1928"
"Matteo Silini","Italy",1955,8,5,3,0,0,0,"PR","Česko","May 6","1933"
"Ivano Ponchia","Italy",1955,7,3,4,0,0,0,"Padova","ITA","September 23","1931"
"Maurizio Carli","Italy",1955,2,2,0,0,0,0,"Parma","ITA","May 11","1931"
"Franco Perrini","Italy",1955,11,4,7,0,0,22,"Roma","ITA","July 26","1932"
"Gastone Cecchetto","Italy",1955,1,0,1,0,0,0,"Rovigo","ITA","September 15","1930"
"Franco Frelich","Italy",1955,5,3,2,0,0,0,"Treviso","ITA","July 29","1933"
"Carlo Cantoni","Italy",1956,4,3,1,0,2,6,"Milano","ITA","October 30","1936"
"Lollo Levorato","Italy",1956,15,5,10,0,1,3,"VE","ITA","July 3","1931"
"Paolo Pescetto","Italy",1956,3,2,1,0,3,9,"Genova","ITA","August 27","1935"
"Giovanni Raisi","Italy",1956,7,4,3,0,0,0,"RO","România","February 22","1934"
"Ferdinando Sartorato","Italy",1956,3,1,2,0,0,0,"TV","ITA","May 16","1933"
"Lamberto Simonelli","Italy",1956,6,3,3,0,1,3,"Roma","ITA","April 22","1933"
"Arturo Zucchello","Italy",1956,2,1,1,0,0,0,"Treviso","ITA","July 27","1931"
"Giuseppe Bottacin","Italy",1956,1,1,0,0,0,0,"Padova","ITA","December 25","1935"
"Guglielmo Geremia","Italy",1956,1,1,0,0,0,0,"Padova","ITA","May 18","1931"
"Guglielmo Colussi","Italy",1957,7,3,4,0,0,0,"Roma","ITA","March 22","1938"
"Natale Molari","Italy",1957,2,1,1,0,0,0,"","","date unknown",""
"Enrico Saibene","Italy",1957,2,1,1,0,0,0,"Milano","ITA","August 13","1929"
"Sergio Brusin","Italy",1957,1,1,0,0,0,0,"UD","ITA","December 6","1928"
"Giancarlo Busson","Italy",1957,10,5,5,0,0,7,"Trieste","ITA","November 23","1937"
"Giancarlo Navarrini","Italy",1957,2,2,0,0,1,3,"La Spezia","ITA","June 10","1935"
"Riccardo Saetti","Italy",1957,9,4,5,0,0,0,"Venezia","ITA","December 13","1935"
"Luciano Valtorta","Italy",1957,2,1,1,0,0,0,"Brescia","ITA","June 26","1930"
"Ottorino Bettarello","Italy",1958,3,1,2,0,0,0,"Rovigo","ITA","November 21","1932"
"Enzo Bellinazzo","Italy",1958,14,6,7,1,1,3,"RO","România","October 5","1936"
"Gastone Biadene","Italy",1958,2,1,1,0,0,0,"","","date unknown",""
"Massimo Braga","Italy",1958,1,1,0,0,0,0,"Brescia","ITA","January 2","1936"
"Antonio di Zitti","Italy",1958,22,12,9,1,0,25,"AQ","Antarctica","May 20","1937"
"Paolo Quintavalla","Italy",1958,1,1,0,0,0,0,"Parma","ITA","December 12","1935"
"Pietro Sguario","Italy",1958,6,3,3,0,1,3,"Abbazia Fiume","Hrvatska","October 13","1934"
"Lucio Avigo","Italy",1959,11,4,6,1,0,0,"Brescia","ITA","February 2","1939"
"Roberto Luise III","Italy",1959,15,5,9,1,1,3,"Padova","ITA","July 15","1938"
"Roberto Martini","Italy",1959,10,5,5,0,0,31,"AR","ARG","December 7","1933"
"Zefferino Rossi","Italy",1959,6,2,4,0,0,0,"TV","ITA","March 7","1932"
"Alfio Angioli","Italy",1960,8,3,5,0,1,3,"Palermo","ITA","December 8","1932"
"Gian Maria del Bono","Italy",1960,10,4,6,0,1,3,"Brescia","ITA","March 22","1937"
"Elio Fusco","Italy",1960,11,3,8,0,2,6,"Napoli","ITA","June 17","1933"
"Basilio Rovelli","Italy",1960,4,2,2,0,0,0,"BG","България","October 18","1934"
"Franco Zani","Italy",1960,11,3,7,1,0,0,"BS","The Bahamas","October 24","1938"
"Angelo Autore","Italy",1961,12,8,3,1,1,13,"AQ","Antarctica","May 14","1936"
"Erasmo Augeri","Italy",1962,4,1,3,0,1,3,"Napoli","ITA","January 1","1942"
"Giorgio Troncon","Italy",1962,12,5,6,1,1,3,"Padova","ITA","August 11","1941"
"Vittorio Ambron","Italy",1962,24,13,9,2,10,42,"Benevento","ITA","December 14","1940"
"Giorgio Ricciarelli","Italy",1962,1,1,0,0,0,0,"Milano","ITA","April 5","1936"
"Marco Bollesan","Italy",1963,47,19,25,3,7,24,"VE","ITA","July 7","1941"
"Giancarlo Degli Antoni","Italy",1963,6,1,4,1,1,3,"","","date unknown",""
"Franco Piccinini","Italy",1963,3,1,2,0,0,0,"Milano","ITA","May 7","1938"
"Giuseppe Martini","Italy",1965,3,1,2,0,0,0,"AR","ARG","September 14","1937"
"Ivo Mazzucchelli","Italy",1965,20,10,7,3,2,8,"Roma","ITA","April 24","1943"
"Gianni Romagnoli","Italy",1965,4,2,2,0,0,0,"Roma","ITA","January 1","1936"
"Carlo Salmaso","Italy",1965,2,0,2,0,1,3,"","","date unknown",""
"Domenico Armellin","Italy",1965,9,7,1,1,1,3,"Treviso","ITA","December 11","1936"
"Umberto Conforto","Italy",1965,17,10,6,1,2,6,"Novara","ITA","October 9","1940"
"Ettore Giugovaz","Italy",1965,2,1,1,0,0,0,"Venezia","ITA","December 7","1939"
"Franco Mazzantini","Italy",1965,3,1,2,0,0,0,"LI","Liechtenstein","April 8","1937"
"Romano Sciacol","Italy",1965,1,1,0,0,0,0,"Livorno","ITA","June 27","1936"
"Francesco Soro II","Italy",1965,4,2,1,1,0,0,"Milano","ITA","October 12","1942"
"Eugenio Speziali","Italy",1965,1,1,0,0,0,2,"Roma","ITA","December 30","1937"
"Andrea d'Alberton","Italy",1966,5,1,3,1,0,0,"","","date unknown",""
"Oreste Vene'","Italy",1966,1,0,1,0,0,0,"Parma","ITA","May 10","1944"
"Gastone Giani","Italy",1966,5,2,2,1,0,0,"Bologna","ITA","July 21","1942"
"Luciano Modonesi","Italy",1966,17,10,5,2,2,6,"Brescia","ITA","June 12","1942"
"Loreto Cucchiarelli","Italy",1966,2,1,1,0,0,0,"RI","USA","July 12","1943"
"Carlo Prosperini","Italy",1966,4,2,2,0,1,3,"L'Aquila","ITA","June 7","1941"
"Franco Gargiulo","Italy",1967,4,2,2,0,0,0,"Roma","ITA","October 4","1941"
"Adriano Agujari","Italy",1967,1,1,0,0,0,0,"","","date unknown",""
"Luciano Bosciano","Italy",1967,1,1,0,0,0,0,"Napoli","ITA","March 6","1947"
"Franco Cioni","Italy",1967,10,8,2,0,3,9,"Roma","ITA","November 1","1943"
"Mauro Gatto","Italy",1967,2,1,1,0,0,0,"Roma","ITA","October 11","1946"
"Giampiero Ricci","Italy",1967,5,4,1,0,0,3,"L'Aquila","ITA","May 1","1947"
"Uriele Silvestri","Italy",1967,4,3,1,0,0,0,"Roma","ITA","March 24","1942"
"Dalmazio Bertoli","Italy",1967,1,0,1,0,0,0,"","","date unknown",""
"Maurizio Bocconcelli","Italy",1967,1,0,1,0,0,0,"Roma","ITA","April 21","1944"
"Mauro Mattei","Italy",1967,1,0,1,0,0,0,"Firenze","ITA","September 20","1942"
"Roberto Cinelli","Italy",1968,2,2,0,0,0,0,"FR","FR","October 14","1944"
"Massimo Gini","Italy",1968,17,10,6,1,1,3,"Roma","ITA","February 2","1943"
"Giuseppe Giorgio","Italy",1968,2,2,0,0,0,0,"","","date unknown",""
"Marco Pulli","Italy",1968,3,2,0,1,0,0,"Parma","ITA","November 7","1945"
"Ettore Abbiati","Italy",1968,11,4,6,1,2,7,"CR","Costa Rica","June 27","1946"
"Claudio Della Valle","Italy",1968,6,4,2,0,0,3,"TV","ITA","March 17","1945"
"Fernando Pignotti","Italy",1968,5,5,0,0,3,9,"","","date unknown",""
"Erminio Sgorbati","Italy",1968,2,2,0,0,0,0,"","","date unknown",""
"Adolfo Gerardo","Italy",1968,6,4,2,0,0,0,"AV","ITA","March 9","1943"
"Andrea Miele","Italy",1968,5,2,2,1,0,0,"AV","ITA","August 29","1945"
"Franco Valier","Italy",1968,7,2,4,1,0,0,"VE","ITA","February 18","1942"
"Maurizio Finocchi","Italy",1968,8,4,4,0,1,3,"Roma","ITA","June 5","1947"
"Walter Rista","Italy",1968,5,4,1,0,3,9,"CN","中华人民共和国","November 12","1944"
"Lucio Boccaletto","Italy",1969,13,5,6,2,1,3,"TV","ITA","June 10","1944"
"Raffaele D'Orazio","Italy",1969,1,1,0,0,0,0,"Napoli","ITA","January 11","1942"
"Pierluigi Pacifici","Italy",1969,9,5,4,0,2,19,"L'Aquila","ITA","June 29","1947"
"Luigi Bettella","Italy",1969,3,2,1,0,0,0,"Padova","ITA","September 4","1942"
"Italo Vittorini","Italy",1969,1,1,0,0,0,0,"L'Aquila","ITA","January 2","1943"
"Alessandro Brunelli","Italy",1969,3,2,1,0,0,0,"Bologna","ITA","February 11","1944"
"Elio Michelon","Italy",1969,7,4,3,0,5,34,"Padova","ITA","August 12","1943"
"Giancarlo Delli Ficorilli","Italy",1969,1,0,1,0,0,0,"AN","SPA","February 16","1942"
"Rocco Caligiuri","Italy",1969,26,10,16,0,2,31,"RC","ITA","January 18","1950"
"Gianmatteo Cecchin","Italy",1970,5,1,3,1,0,3,"VI","Chile","June 7","1945"
"Lelio Lazzarini","Italy",1970,24,6,15,3,0,70,"Padova","ITA","November 2","1949"
"Guido Porzio","Italy",1970,3,3,0,0,0,0,"","","date unknown",""
"Corrado Possamai","Italy",1970,3,3,0,0,0,0,"Treviso","ITA","May 21","1943"
"Luigi Bernabo","Italy",1970,5,2,2,1,0,0,"La Spezia","ITA","June 28","1948"
"Angelo Sagramora","Italy",1970,3,2,1,0,0,0,"Venezia","ITA","January 13","1946"
"Aldo Caluzzi","Italy",1970,11,3,6,2,0,6,"Genova","ITA","April 22","1946"
"Pietro Monfeli","Italy",1970,13,3,8,2,0,0,"VT","USA","June 14","1948"
"Isidoro Quaglio","Italy",1970,15,4,10,1,0,0,"Rovigo","ITA","July 11","1942"
"Angelo Visentin","Italy",1970,23,8,12,3,3,18,"Rovigo","ITA","May 22","1949"
"Umberto Cossara","Italy",1971,24,7,13,4,1,4,"Trieste","ITA","April 19","1948"
"Francesco di Maura","Italy",1971,1,0,1,0,0,0,"Catania","ITA","July 16","1947"
"Francesco Dotto","Italy",1971,5,1,2,2,3,11,"Treviso","ITA","May 21","1943"
"Loris Salsi","Italy",1971,28,10,14,4,1,4,"RE","ITA","May 29","1950"
"Giuseppe Puglisi","Italy",1971,3,1,1,1,1,3,"Catania","ITA","October 7","1948"
"Romano Baraldi","Italy",1971,1,0,1,0,0,0,"MN","USA","January 6","1947"
"Savino Colombini","Italy",1971,1,0,1,0,0,0,"TR","Türkiye","December 19","1944"
"Ettore Piras","Italy",1971,1,0,1,0,0,0,"Venezia","ITA","September 24","1948"
"Faustino Crepaz","Italy",1972,1,0,0,1,0,0,"TN","تونس","July 7","1948"
"Agostino Puppo","Italy",1972,20,4,14,2,1,4,"Genova","ITA","February 18","1948"
"Giancarlo Cecotti","Italy",1972,2,1,1,0,0,0,"UD","ITA","October 15","1942"
"Mario Galletto","Italy",1972,3,2,1,0,0,0,"Trieste","ITA","November 4","1941"
"Paolo Paoletti","Italy",1972,20,7,12,1,0,0,"RM","ITA","May 1","1952"
"Giovanni di Cola","Italy",1972,3,0,2,1,0,0,"Acciano.AQ","ITA","February 14","1946"
"Ambrogio Bona","Italy",1972,50,23,24,3,1,4,"MI","USA","September 26","1951"
"Franco Paganelli","Italy",1972,1,0,0,1,0,0,"Roma","ITA","February 24","1950"
"Salvatore Bonetti","Italy",1972,34,12,20,2,3,12,"BS","The Bahamas","October 22","1949"
"Elio de Anna","Italy",1972,27,12,13,2,8,32,"PN","Pitcairn Islands","September 30","1949"
"Adriano Fedrigo","Italy",1972,41,17,21,3,2,8,"VE","ITA","January 27","1950"
"Nello Francescato","Italy",1972,42,15,25,2,6,24,"CA","CAN","January 28","1952"
"Fabio Gargiullo","Italy",1972,1,1,0,0,0,0,"Roma","ITA","July 17","1950"
"Manrico Marchetto","Italy",1972,43,19,19,5,21,84,"Treviso","ITA","February 4","1952"
"Francesco Vialetto","Italy",1972,1,1,0,0,0,9,"","","September 27","1946"
"Giorgio Lari","Italy",1972,8,4,4,0,0,24,"Roma","ITA","February 27","1953"
"Edano Cottafava","Italy",1973,1,0,1,0,0,0,"Novi di Modena","ITA","July 16","1946"
"Paolo Fedrigo","Italy",1973,1,0,1,0,0,0,"VE","ITA","January 27","1950"
"Mario Piovan","Italy",1973,10,1,9,0,0,0,"Padova","ITA","January 29","1953"
"Crescenzo Vitelli","Italy",1973,5,2,2,1,0,0,NA,"Norge","May 1","1948"
"Anacleto Altigieri","Italy",1973,27,12,14,1,0,0,"VT","USA","July 27","1949"
"Gerardo Cinti","Italy",1973,3,0,3,0,0,0,"Roma","ITA","February 22","1953"
"Gilberto Luchini","Italy",1973,2,0,2,0,0,0,"Roma","ITA","August 2","1950"
"Andrea Selvaggio","Italy",1973,6,1,5,0,0,0,"Genova","ITA","October 7","1952"
"Antonio Spagnoli","Italy",1973,1,0,1,0,0,0,"RM","ITA","June 12","1953"
"Antonio Rocca","Italy",1973,4,0,4,0,0,0,"Padova","ITA","May 14","1950"
"Arturo Bergamasco","Italy",1973,4,1,3,0,0,0,"","","March 15","1951"
"Renzo Ganzerla","Italy",1973,2,0,2,0,0,0,"VE","ITA","January 19","1951"
"Luigi Mattarolo","Italy",1973,7,1,5,1,1,31,"Padova","ITA","October 26","1952"
"Fabio Molinari","Italy",1973,1,0,1,0,0,0,"Piacenza","ITA","March 17","1950"
"Marco Pitorri","Italy",1973,1,0,1,0,0,0,"Roma","ITA","January 27","1950"
"Carlo Loranzi","Italy",1973,5,1,4,0,0,0,"Piacenza","ITA","July 11","1949"
"Paolo Gargiullo","Italy",1973,4,0,4,0,0,0,"Roma","ITA","November 3","1953"
"Franco Baraldi","Italy",1973,15,6,8,1,0,0,"MN","USA","February 22","1953"
"Giancarlo Checchinato","Italy",1973,5,3,1,1,0,0,"RO","România","June 16","1946"
"Ennio Ponzi","Italy",1973,20,10,8,2,0,133,"L'Aquila","ITA","March 15","1951"
"Nino Rossi","Italy",1973,16,10,6,0,3,12,"RO","România","November 8","1952"
"Raffaello Salvan","Italy",1973,2,2,0,0,1,7,"RO","România","October 24","1950"
"Pietro Vezzani","Italy",1973,10,6,3,1,3,12,"","","May 29","1949"
"Bernadino di Cola","Italy",1973,1,0,1,0,0,0,"Acciano.AQ","ITA","April 13","1948"
"Antonio Tassin","Italy",1973,1,0,1,0,0,0,"RO","România","November 29","1951"
"Mauro Zingarelli","Italy",1973,1,0,1,0,0,0,"TE","‏ايران‎","April 19","1950"
"Giancarlo Cucchiella","Italy",1973,22,9,12,1,1,4,"L'Aquila","ITA","February 18","1953"
"Pasquale Presutti","Italy",1974,8,2,5,1,0,0,"AQ","Antarctica","January 22","1950"
"Edoardo Scalzotto","Italy",1974,3,0,3,0,1,4,"Padova","ITA","April 4","1952"
"Evelino Aio","Italy",1974,1,1,0,0,1,4,"L'Aquila","ITA","November 3","1945"
"Fiorenzo Blessano","Italy",1975,21,10,9,2,4,16,"TV","ITA","December 5","1952"
"Fulvio di Carlo","Italy",1975,13,7,5,1,1,4,"AQ","Antarctica","June 29","1953"
"Paolo Ferracin","Italy",1975,10,5,4,1,0,0,"RO","România","June 13","1953"
"Pierluigi Camiscioni","Italy",1975,7,3,4,0,0,0,"San Benedetto Tronto","ITA","May 30","1953"
"Antonio Falancia","Italy",1975,2,1,1,0,0,0,"L'Aquila","ITA","July 23","1951"
"Gianni Franceschini","Italy",1975,11,4,6,1,1,4,"Venezia","ITA","March 5","1949"
"Fabrizio Gaetaniello","Italy",1975,39,19,16,4,5,23,"Livorno","ITA","January 25","1954"
"Eusebio Passarotto","Italy",1975,1,1,0,0,0,0,"","","date unknown",""
"Giorgio Morelli","Italy",1976,26,12,13,1,3,12,"L'Aquila","ITA","April 18","1954"
"Paolo Mariani","Italy",1976,22,10,12,0,4,16,"","","April 9","1950"
"Narcisio Zanella","Italy",1976,8,5,3,0,0,0,"Rovigo","ITA","October 21","1952"
"Ercole Manni","Italy",1976,5,3,2,0,2,8,"Roma","ITA","February 23","1955"
"Rino Francescato","Italy",1976,38,19,18,1,3,12,"Treviso","ITA","December 1","1957"
"Claudio Appiani","Italy",1976,5,1,4,0,0,0,"BS","The Bahamas","January 14","1957"
"Serafino Ghizzoni","Italy",1977,60,27,30,3,17,77,"L'Aquila","ITA","October 16","1954"
"Massimo Mascioletti","Italy",1977,54,27,24,3,17,68,"L'Aquila","ITA","March 4","1958"
"Sabatino Pace","Italy",1977,3,2,1,0,0,0,"L'Aquila","ITA","June 22","1956"
"Andrea Rinaldo","Italy",1977,4,2,2,0,0,0,"Venezia","ITA","September 13","1954"
"Alessandro Zanella","Italy",1977,1,0,1,0,0,0,"Rovigo","ITA","September 11","1954"
"Carlo Casagrande","Italy",1977,1,0,1,0,0,0,"Treviso","ITA","February 25","1956"
"Giuseppe Artuso","Italy",1977,31,12,16,3,1,4,"Reggio Calabria","ITA","November 14","1956"
"Crescenzo Bentivoglio","Italy",1977,1,0,1,0,0,0,"Reggio Calabria","ITA","July 6","1957"
"Luciano Borsetto","Italy",1977,1,0,1,0,0,0,"Rovigo","ITA","November 18","1954"
"Oscar Collodo","Italy",1977,15,4,9,2,2,47,"Switzerlan","","September 16","1958"
"Andrea Lijoi","Italy",1977,5,2,2,1,0,0,"Roma","ITA","June 20","1958"
"Paolo Pavesi","Italy",1977,3,1,2,0,0,0,"PR","Česko","April 27","1954"
"Lucio Pelliccione","Italy",1977,1,0,1,0,0,0,"L'Aquila","ITA","January 10","1954"
"Bruno Francescato","Italy",1977,7,2,4,1,0,0,"CA","CAN","April 3","1955"
"Nick Screnci","Italy",1977,9,3,4,2,1,4,"United States","USA","June 25","1957"
"Loredano Zuin","Italy",1977,7,4,3,0,0,38,"Rovigo","ITA","January 19","1956"
"Claudio Robazza","Italy",1978,33,15,15,3,1,4,"Treviso","ITA","August 25","1955"
"Giafranco Barbini","Italy",1978,1,0,1,0,0,0,"Venezia","ITA","February 22","1953"
"Bruno Ancillotti","Italy",1978,4,2,2,0,0,0,"Roma","ITA","April 24","1952"
"Stefano Bettarello","Italy",1979,55,26,25,4,7,483,"Rovigo","ITA","April 20","1958"
"Luciano Catotti","Italy",1979,2,1,0,1,0,0,"Catania","ITA","April 23","1957"
"Donato Daldoss","Italy",1979,5,3,1,1,0,0,"BS","The Bahamas","February 4","1957"
"Giorgio Fanton","Italy",1979,1,1,0,0,0,0,"Treviso","ITA","September 10","1955"
"Luca Bonaiti","Italy",1979,2,1,1,0,0,0,"Padova","ITA","December 14","1959"
"Giancarlo Pivetta","Italy",1979,53,30,20,3,5,20,"VE","ITA","June 18","1957"
"Concetto Angelozzi","Italy",1979,3,1,1,1,0,0,"Catania","ITA","January 26","1960"
"Franco Bargelli","Italy",1979,14,6,7,1,2,8,"RM","ITA","October 4","1954"
"Louis Basei","Italy",1979,15,5,9,1,1,4,"Nerac","FR","March 3","1954"
"Gianluca Limone","Italy",1979,10,5,3,2,2,8,"Roma","ITA","July 2","1960"
"Fulvio Lorigiola","Italy",1979,34,14,18,2,2,8,"Padova","ITA","January 6","1959"
"Andrea Angrisani","Italy",1979,7,4,3,0,1,4,"Roma","ITA","December 22","1958"
"Fabio Trentin","Italy",1979,5,2,3,0,0,17,"Padova","ITA","October 5","1958"
"Massimo Trippitelli","Italy",1979,9,6,3,0,0,0,"L'Aquila","ITA","October 27","1960"
"Claudio Torresan","Italy",1980,21,9,11,1,0,21,"VE","ITA","May 22","1960"
"Stefano Annibal","Italy",1980,23,13,9,1,0,0,"Treviso","ITA","April 1","1961"
"Fabrizio Sintich","Italy",1980,6,2,4,0,0,0,"Nairobi","KEN","February 9","1961"
"Claudio Tinari","Italy",1980,19,10,8,1,1,4,"Roma","ITA","April 1","1960"
"Renato de Bernardo","Italy",1980,24,10,13,1,2,8,"BL","ITA","February 5","1960"
"Mario Pavin","Italy",1980,8,2,5,1,0,0,"Treviso","ITA","July 18","1958"
"Fabio Gaetaniello","Italy",1980,30,15,14,1,5,20,"Livorno","ITA","August 23","1958"
"Alberto Osti","Italy",1981,14,5,8,1,1,4,"Rovigo","ITA","November 10","1956"
"Gianni Zanon","Italy",1981,45,22,21,2,9,36,"Treviso","ITA","March 3","1960"
"Mauro Gardin","Italy",1981,25,12,11,2,1,4,"Padova","ITA","March 27","1961"
"Claudio Jannone","Italy",1981,3,1,1,1,0,0,"Treviso","ITA","May 30","1957"
"Guido Rossi","Italy",1981,45,17,25,3,0,0,"Treviso","ITA","April 28","1959"
"Alessandro Ghini","Italy",1981,26,12,12,2,0,0,"Parma","ITA","May 4","1961"
"Andrea Azzali","Italy",1981,16,9,6,1,5,20,"Parma","ITA","September 16","1958"
"Marzio Innocenti","Italy",1981,42,19,21,2,2,8,"Livorno","ITA","September 4","1958"
"Giancarlo Morelli","Italy",1981,6,4,2,0,0,0,"L'Aquila","ITA","January 3","1959"
"Claudio Colusso","Italy",1982,1,0,1,0,0,0,"Treviso","ITA","May 17","1960"
"Mario Nicolosi","Italy",1982,1,1,0,0,0,0,"CT","USA","June 18","1957"
"Alessandro Fusco","Italy",1982,5,4,1,0,0,0,"Napoli","ITA","February 16","1962"
"Stefano Romagnoli","Italy",1982,15,11,4,0,0,0,"Bologna","ITA","February 5","1955"
"Antonio Colella","Italy",1983,41,19,21,1,2,8,"Roma","ITA","September 4","1961"
"Luigi de Joanni","Italy",1983,21,9,12,0,0,0,"Benevento","ITA","July 5","1961"
"Edgardo Venturi","Italy",1983,28,15,13,0,11,46,"BO","Bolivia","July 27","1962"
"Luca Pelliccione","Italy",1983,3,2,1,0,0,0,"Orthez","FR","May 8","1961"
"Mario Fumei","Italy",1984,1,0,1,0,0,0,"VE","ITA","May 18","1963"
"Giovanni Petralia","Italy",1984,1,0,1,0,0,0,"Catania","ITA","March 19","1962"
"Mariano Crescenzo","Italy",1984,1,1,0,0,0,0,"Paganica, L'Aquila","ITA","October 27","1961"
"Mauro Quaglio","Italy",1984,3,1,2,0,0,0,"Rovigo","ITA","March 8","1959"
"Raffaele Dolfato","Italy",1985,9,3,6,0,0,0,"Treviso","ITA","October 28","1962"
"Roberto Corvo","Italy",1985,3,2,1,0,0,0,"Roma","ITA","April 28","1962"
"Franco Berni","Italy",1985,10,3,6,1,0,0,"Alessandria","ITA","January 9","1965"
"Stefano Barba","Italy",1985,35,17,17,1,7,30,"Roma","ITA","January 10","1964"
"Antonio Galeazzo","Italy",1985,5,2,3,0,0,0,"Padova","ITA","February 15","1959"
"Filipo Vittadello","Italy",1985,2,2,0,0,1,4,"Padova","ITA","May 25","1963"
"Francesco Salvadego","Italy",1985,1,1,0,0,0,0,"Padova","ITA","July 21","1963"
"Daniele Tebaldi","Italy",1985,15,5,10,0,1,7,"Parma","ITA","April 24","1961"
"Stefano Boccazzi","Italy",1985,2,1,1,0,0,0,"MN","USA","May 26","1966"
"Sergio Appiani","Italy",1985,4,2,2,0,1,4,"BS","The Bahamas","July 25","1963"
"Luigi Troiani","Italy",1985,47,23,24,0,2,294,NA,"Norge","February 25","1964"
"Sergio Zorzi","Italy",1985,7,3,4,0,0,0,"Treviso","ITA","April 21","1964"
